pmid,level 1 inclusion,level 2 inclusion
17991620,FALSE,FALSE
12518625,FALSE,FALSE
15049023,FALSE,FALSE
11904473,FALSE,FALSE
3358603,FALSE,FALSE
2726186,FALSE,FALSE
16942024,FALSE,FALSE
15607913,FALSE,FALSE
10494144,FALSE,FALSE
11537223,FALSE,FALSE
7874422,FALSE,FALSE
8781145,FALSE,FALSE
6436206,FALSE,FALSE
16257131,FALSE,FALSE
16275567,FALSE,FALSE
17317838,FALSE,FALSE
106698,FALSE,FALSE
8693102,FALSE,FALSE
15308174,FALSE,FALSE
17664589,FALSE,FALSE
10812361,FALSE,FALSE
23244673,FALSE,FALSE
2408725,FALSE,FALSE
1234627,FALSE,FALSE
2041437,FALSE,FALSE
9201680,FALSE,FALSE
2443823,FALSE,FALSE
9572626,FALSE,FALSE
15205232,FALSE,FALSE
8257337,FALSE,FALSE
1380474,FALSE,FALSE
2122007,FALSE,FALSE
2370180,FALSE,FALSE
19950054,FALSE,FALSE
8032815,FALSE,FALSE
9033368,FALSE,FALSE
1549685,FALSE,FALSE
6677950,FALSE,FALSE
17446547,FALSE,FALSE
18540047,FALSE,FALSE
17687492,FALSE,FALSE
12814672,FALSE,FALSE
7791979,FALSE,FALSE
810933,FALSE,FALSE
8231682,FALSE,FALSE
22513884,FALSE,FALSE
10910157,FALSE,FALSE
19131673,FALSE,FALSE
17388696,FALSE,FALSE
11522650,FALSE,FALSE
12526224,FALSE,FALSE
20797922,FALSE,FALSE
22575488,FALSE,FALSE
16148397,FALSE,FALSE
6844586,FALSE,FALSE
19472630,FALSE,FALSE
19427561,FALSE,FALSE
819200,FALSE,FALSE
16737624,FALSE,FALSE
814655,FALSE,FALSE
23173717,FALSE,FALSE
7708958,FALSE,FALSE
19950040,FALSE,FALSE
71675,FALSE,FALSE
3141982,FALSE,FALSE
11428447,FALSE,FALSE
21459588,FALSE,FALSE
8947540,FALSE,FALSE
19406649,FALSE,FALSE
9218317,FALSE,FALSE
17533341,FALSE,FALSE
2493528,FALSE,FALSE
410472,FALSE,FALSE
2353101,FALSE,FALSE
6420575,FALSE,FALSE
1201774,FALSE,FALSE
10510902,FALSE,FALSE
17555263,FALSE,FALSE
6439702,FALSE,FALSE
10656391,FALSE,FALSE
15062184,FALSE,FALSE
19791515,FALSE,FALSE
1648040,FALSE,FALSE
12906183,FALSE,FALSE
20310055,FALSE,FALSE
17230555,FALSE,FALSE
66303,FALSE,FALSE
12741500,FALSE,FALSE
20230380,FALSE,FALSE
8256761,FALSE,FALSE
4966299,FALSE,FALSE
8082389,FALSE,FALSE
17439763,FALSE,FALSE
1201775,FALSE,FALSE
15270586,FALSE,FALSE
21994185,FALSE,FALSE
10870059,FALSE,FALSE
18581131,FALSE,FALSE
20685174,FALSE,FALSE
1784992,FALSE,FALSE
2491760,FALSE,FALSE
8125789,FALSE,FALSE
7801584,FALSE,FALSE
16053667,FALSE,FALSE
20100641,FALSE,FALSE
17056195,FALSE,FALSE
12442922,FALSE,FALSE
7970495,FALSE,FALSE
817366,FALSE,FALSE
1656180,FALSE,FALSE
9003544,FALSE,FALSE
7712437,FALSE,FALSE
15341434,FALSE,FALSE
2587717,FALSE,FALSE
22320782,FALSE,FALSE
11213922,FALSE,FALSE
19136175,FALSE,FALSE
9464950,FALSE,FALSE
11840549,FALSE,FALSE
6415005,FALSE,FALSE
10811089,FALSE,FALSE
15236879,FALSE,FALSE
9800701,FALSE,FALSE
19509572,FALSE,FALSE
15012614,FALSE,FALSE
6410105,FALSE,FALSE
7361332,FALSE,FALSE
18037524,FALSE,FALSE
8994171,FALSE,FALSE
10348275,FALSE,FALSE
2499178,FALSE,FALSE
17845988,FALSE,FALSE
16381704,FALSE,FALSE
8692472,FALSE,FALSE
5781259,FALSE,FALSE
9215052,FALSE,FALSE
9369127,FALSE,FALSE
1905164,FALSE,FALSE
11264612,FALSE,FALSE
20701966,FALSE,FALSE
10751711,FALSE,FALSE
22209776,FALSE,FALSE
10910152,FALSE,FALSE
15161124,FALSE,FALSE
18299111,FALSE,FALSE
7034332,FALSE,FALSE
17585309,FALSE,FALSE
7751178,FALSE,FALSE
16878580,FALSE,FALSE
15191681,FALSE,FALSE
22070866,FALSE,FALSE
21222514,FALSE,FALSE
17926989,FALSE,FALSE
16919713,FALSE,FALSE
21667020,FALSE,FALSE
8692377,FALSE,FALSE
8446358,FALSE,FALSE
7296232,FALSE,FALSE
18579447,FALSE,FALSE
14679007,FALSE,FALSE
22830745,FALSE,FALSE
20932728,FALSE,FALSE
21349775,FALSE,FALSE
17980824,FALSE,FALSE
10478229,FALSE,FALSE
2720587,FALSE,FALSE
20724011,FALSE,FALSE
8472309,FALSE,FALSE
21880534,FALSE,FALSE
3116605,FALSE,FALSE
8052699,FALSE,FALSE
8837104,FALSE,FALSE
7536125,FALSE,FALSE
6498760,FALSE,FALSE
17388160,FALSE,FALSE
17937968,FALSE,FALSE
10454263,FALSE,FALSE
8926395,FALSE,FALSE
105801,FALSE,FALSE
8526195,FALSE,FALSE
15830288,TRUE,FALSE
10547563,FALSE,FALSE
7245274,FALSE,FALSE
2261414,FALSE,FALSE
19709958,FALSE,FALSE
19645521,FALSE,FALSE
11914947,FALSE,FALSE
15890101,FALSE,FALSE
10685455,FALSE,FALSE
19840807,FALSE,FALSE
17118316,FALSE,FALSE
2752690,FALSE,FALSE
17621022,FALSE,FALSE
15778581,FALSE,FALSE
87966,FALSE,FALSE
16885914,FALSE,FALSE
3589958,FALSE,FALSE
8869925,FALSE,FALSE
19079994,FALSE,FALSE
15588875,FALSE,FALSE
200766,FALSE,FALSE
3035451,TRUE,FALSE
3102619,FALSE,FALSE
17606726,FALSE,FALSE
6735263,FALSE,FALSE
21180287,FALSE,FALSE
8044016,FALSE,FALSE
2641104,FALSE,FALSE
9151228,FALSE,FALSE
229983,FALSE,FALSE
15702301,FALSE,FALSE
20352601,FALSE,FALSE
15483754,TRUE,FALSE
21273930,FALSE,FALSE
10994367,FALSE,FALSE
3141981,FALSE,FALSE
20563725,FALSE,FALSE
20739227,FALSE,FALSE
8281393,FALSE,FALSE
3759526,FALSE,FALSE
8493078,FALSE,FALSE
5000211,FALSE,FALSE
9645213,FALSE,FALSE
7638513,FALSE,FALSE
9765694,FALSE,FALSE
15988147,FALSE,FALSE
10993962,FALSE,FALSE
17274679,FALSE,FALSE
11165675,FALSE,FALSE
2277828,FALSE,FALSE
3937175,FALSE,FALSE
16169674,FALSE,FALSE
19306979,FALSE,FALSE
21888265,FALSE,FALSE
8051878,FALSE,FALSE
51055,FALSE,FALSE
7553679,FALSE,FALSE
118328,FALSE,FALSE
1598660,FALSE,FALSE
20959684,FALSE,FALSE
10769664,FALSE,FALSE
2498240,FALSE,FALSE
20421147,FALSE,FALSE
14612955,FALSE,FALSE
7967109,FALSE,FALSE
15108487,FALSE,FALSE
22340103,FALSE,FALSE
11712084,FALSE,FALSE
12095557,FALSE,FALSE
19101097,FALSE,FALSE
12722682,FALSE,FALSE
19394153,FALSE,FALSE
10394390,FALSE,FALSE
16895605,FALSE,FALSE
23018004,FALSE,FALSE
9883221,FALSE,FALSE
16503853,FALSE,FALSE
8391136,FALSE,FALSE
9749094,FALSE,FALSE
2557310,FALSE,FALSE
3031741,FALSE,FALSE
11915741,FALSE,FALSE
1944103,FALSE,FALSE
10760431,FALSE,FALSE
2912937,FALSE,FALSE
16425727,FALSE,FALSE
11530045,FALSE,FALSE
17668957,FALSE,FALSE
15161321,FALSE,FALSE
22391496,FALSE,FALSE
20869116,FALSE,FALSE
9039809,FALSE,FALSE
19175085,FALSE,FALSE
4012814,FALSE,FALSE
8698004,FALSE,FALSE
15809748,FALSE,FALSE
3095892,FALSE,FALSE
15597101,FALSE,FALSE
19920378,FALSE,FALSE
406036,FALSE,FALSE
19899006,FALSE,FALSE
22104353,FALSE,FALSE
1701901,FALSE,FALSE
10731787,FALSE,FALSE
7834478,FALSE,FALSE
8765347,FALSE,FALSE
7679040,FALSE,FALSE
3138216,FALSE,FALSE
7716264,FALSE,FALSE
11872303,FALSE,FALSE
15308138,FALSE,FALSE
16219954,FALSE,FALSE
9124181,FALSE,FALSE
15043155,FALSE,FALSE
18614312,FALSE,FALSE
16723779,FALSE,FALSE
2263630,FALSE,FALSE
7652009,FALSE,FALSE
19069694,FALSE,FALSE
19336848,FALSE,FALSE
16026007,FALSE,FALSE
15390194,FALSE,FALSE
3096072,FALSE,FALSE
113074,FALSE,FALSE
21187497,FALSE,FALSE
6423263,FALSE,FALSE
15519776,FALSE,FALSE
8270457,FALSE,FALSE
16713149,FALSE,FALSE
8223119,FALSE,FALSE
16413621,FALSE,FALSE
7549120,FALSE,FALSE
3022146,FALSE,FALSE
21806799,FALSE,FALSE
21105970,FALSE,FALSE
12095545,FALSE,FALSE
1713086,FALSE,FALSE
15066292,FALSE,FALSE
7558961,FALSE,FALSE
8867391,FALSE,FALSE
8482630,FALSE,FALSE
20692211,FALSE,FALSE
1555983,FALSE,FALSE
15850898,FALSE,FALSE
11089469,FALSE,FALSE
20378191,FALSE,FALSE
7367656,FALSE,FALSE
9879348,FALSE,FALSE
18653257,FALSE,FALSE
6267228,FALSE,FALSE
8306248,FALSE,FALSE
6409493,FALSE,FALSE
9464327,FALSE,FALSE
1701558,FALSE,FALSE
9766106,FALSE,FALSE
10214036,TRUE,FALSE
1594224,FALSE,FALSE
16182221,FALSE,FALSE
18427756,FALSE,FALSE
18164832,FALSE,FALSE
6863065,FALSE,FALSE
19062118,FALSE,FALSE
19879813,FALSE,FALSE
18806991,FALSE,FALSE
15062145,FALSE,FALSE
7627476,FALSE,FALSE
23061338,FALSE,FALSE
15308145,FALSE,FALSE
17414471,FALSE,FALSE
9810320,FALSE,FALSE
8816560,FALSE,FALSE
19331194,FALSE,FALSE
21353647,FALSE,FALSE
22843376,FALSE,FALSE
12375784,FALSE,FALSE
2998683,FALSE,FALSE
1917597,FALSE,FALSE
4627068,FALSE,FALSE
19398853,FALSE,FALSE
10560409,FALSE,FALSE
1526858,FALSE,FALSE
2372569,FALSE,FALSE
22322558,FALSE,FALSE
15249336,FALSE,FALSE
12654450,FALSE,FALSE
8113120,FALSE,FALSE
3188432,FALSE,FALSE
11912170,FALSE,FALSE
21479963,FALSE,FALSE
8973854,FALSE,FALSE
21937771,FALSE,FALSE
18646663,FALSE,FALSE
10984223,FALSE,FALSE
11728683,FALSE,FALSE
8172830,FALSE,FALSE
16844383,FALSE,FALSE
22704315,FALSE,FALSE
21109937,FALSE,FALSE
3738737,FALSE,FALSE
17675945,FALSE,FALSE
7529528,FALSE,FALSE
9717808,FALSE,FALSE
2811384,FALSE,FALSE
10654344,FALSE,FALSE
9568631,FALSE,FALSE
22960266,FALSE,FALSE
12738325,FALSE,FALSE
1938524,FALSE,FALSE
12804039,FALSE,FALSE
19615828,FALSE,FALSE
21627359,FALSE,FALSE
102624,FALSE,FALSE
8598353,FALSE,FALSE
100208,FALSE,FALSE
8571186,FALSE,FALSE
1390345,FALSE,FALSE
15983626,FALSE,FALSE
3961214,FALSE,FALSE
18182696,FALSE,FALSE
19875340,FALSE,FALSE
21739406,FALSE,FALSE
21544347,FALSE,FALSE
12835880,FALSE,FALSE
4046776,FALSE,FALSE
6806484,FALSE,FALSE
3177251,FALSE,FALSE
1410585,FALSE,FALSE
15615928,FALSE,FALSE
21584646,FALSE,FALSE
1987739,FALSE,FALSE
12648718,FALSE,FALSE
12100932,FALSE,FALSE
2380095,FALSE,FALSE
1388683,FALSE,FALSE
17520182,FALSE,FALSE
22143940,FALSE,FALSE
402186,FALSE,FALSE
18939364,FALSE,FALSE
20646289,FALSE,FALSE
8985932,FALSE,FALSE
11586096,FALSE,FALSE
10532778,FALSE,FALSE
17909906,FALSE,FALSE
10889395,FALSE,FALSE
8414415,TRUE,FALSE
1902443,FALSE,FALSE
21076199,FALSE,FALSE
12696245,FALSE,FALSE
2808055,FALSE,FALSE
16143787,FALSE,FALSE
2777645,FALSE,FALSE
6184031,FALSE,FALSE
1905690,FALSE,FALSE
8387689,FALSE,FALSE
8688359,FALSE,FALSE
22398710,FALSE,FALSE
6800635,FALSE,FALSE
19120529,FALSE,FALSE
2167500,FALSE,FALSE
22422482,FALSE,FALSE
6691126,FALSE,FALSE
1909516,FALSE,FALSE
9170430,FALSE,FALSE
15533804,FALSE,FALSE
12574189,FALSE,FALSE
17009625,FALSE,FALSE
17545621,FALSE,FALSE
20409746,FALSE,FALSE
22397528,FALSE,FALSE
20861810,FALSE,FALSE
8164033,FALSE,FALSE
9199121,FALSE,FALSE
14651442,FALSE,FALSE
7085385,FALSE,FALSE
5774277,FALSE,FALSE
4027867,FALSE,FALSE
16136372,FALSE,FALSE
17719111,FALSE,FALSE
8088609,FALSE,FALSE
8211672,FALSE,FALSE
18635895,FALSE,FALSE
1657112,FALSE,FALSE
2336456,FALSE,FALSE
18486394,FALSE,FALSE
19836161,FALSE,FALSE
21216137,FALSE,FALSE
7636321,FALSE,FALSE
9932467,FALSE,FALSE
16076699,FALSE,FALSE
6422095,FALSE,FALSE
3922092,FALSE,FALSE
7657373,FALSE,FALSE
23387732,FALSE,FALSE
7605661,FALSE,FALSE
19213607,FALSE,FALSE
22053700,FALSE,FALSE
9269547,FALSE,FALSE
9869225,FALSE,FALSE
19016026,FALSE,FALSE
22853981,FALSE,FALSE
22001942,FALSE,FALSE
17606413,FALSE,FALSE
15531394,FALSE,FALSE
19467793,FALSE,FALSE
7519356,FALSE,FALSE
8454484,FALSE,FALSE
16109462,FALSE,FALSE
10037561,FALSE,FALSE
9771389,FALSE,FALSE
6404871,FALSE,FALSE
10030262,FALSE,FALSE
9111654,FALSE,FALSE
6203175,FALSE,FALSE
1336904,FALSE,FALSE
3884750,FALSE,FALSE
19376564,FALSE,FALSE
10424306,FALSE,FALSE
16546683,FALSE,FALSE
6817477,FALSE,FALSE
7525039,FALSE,FALSE
15353711,FALSE,FALSE
5522986,FALSE,FALSE
16061859,FALSE,FALSE
11958881,FALSE,FALSE
20171506,FALSE,FALSE
3928134,FALSE,FALSE
6305116,FALSE,FALSE
11425576,FALSE,FALSE
2921132,FALSE,FALSE
7839302,FALSE,FALSE
6441766,FALSE,FALSE
21296031,FALSE,FALSE
7712435,FALSE,FALSE
14751536,FALSE,FALSE
410496,FALSE,FALSE
23435346,FALSE,FALSE
7642411,FALSE,FALSE
3764671,FALSE,FALSE
1907961,FALSE,FALSE
21351421,FALSE,FALSE
3095891,FALSE,FALSE
16457973,FALSE,FALSE
6326253,FALSE,FALSE
10837954,FALSE,FALSE
11240242,FALSE,FALSE
2914271,FALSE,FALSE
16969980,FALSE,FALSE
11284760,FALSE,FALSE
16029783,FALSE,FALSE
2720588,FALSE,FALSE
17264396,FALSE,FALSE
15275722,FALSE,FALSE
8652982,FALSE,FALSE
22374550,FALSE,FALSE
19652069,FALSE,FALSE
19960747,FALSE,FALSE
9800705,FALSE,FALSE
7515842,FALSE,FALSE
10965028,FALSE,FALSE
12926129,FALSE,FALSE
16988624,FALSE,FALSE
22796165,FALSE,FALSE
8327736,FALSE,FALSE
8732114,FALSE,FALSE
7501816,FALSE,FALSE
20591748,FALSE,FALSE
19589034,FALSE,FALSE
2107585,FALSE,FALSE
3941602,FALSE,FALSE
3926835,FALSE,FALSE
3187071,FALSE,FALSE
8596846,FALSE,FALSE
21133762,FALSE,FALSE
2539000,FALSE,FALSE
15305402,FALSE,FALSE
15308169,FALSE,FALSE
8497213,FALSE,FALSE
20512390,FALSE,FALSE
21148587,FALSE,FALSE
12491054,FALSE,FALSE
12182978,FALSE,FALSE
11272667,FALSE,FALSE
7029797,FALSE,FALSE
15915244,FALSE,FALSE
9274791,FALSE,FALSE
10525953,FALSE,FALSE
6643163,FALSE,FALSE
517183,FALSE,FALSE
2473221,FALSE,FALSE
9103394,FALSE,FALSE
3141983,FALSE,FALSE
12648712,FALSE,FALSE
8471428,FALSE,FALSE
19538888,FALSE,FALSE
20813405,FALSE,FALSE
12012299,FALSE,FALSE
20339254,FALSE,FALSE
17927858,FALSE,FALSE
1488887,FALSE,FALSE
11380219,FALSE,FALSE
17944922,FALSE,FALSE
18642208,FALSE,FALSE
1526857,FALSE,FALSE
12789762,FALSE,FALSE
6291840,FALSE,FALSE
14767652,FALSE,FALSE
6145882,FALSE,FALSE
14552170,FALSE,FALSE
2120162,FALSE,FALSE
7839305,FALSE,FALSE
8948348,FALSE,FALSE
11923070,FALSE,FALSE
19345517,FALSE,FALSE
6688997,FALSE,FALSE
10463412,FALSE,FALSE
11813150,FALSE,FALSE
19130321,FALSE,FALSE
12466159,FALSE,FALSE
9432796,FALSE,FALSE
10322831,FALSE,FALSE
12090075,FALSE,FALSE
16878323,FALSE,FALSE
706882,FALSE,FALSE
3100140,FALSE,FALSE
11744474,FALSE,FALSE
19570767,FALSE,FALSE
14680311,FALSE,FALSE
8621299,FALSE,FALSE
19481812,FALSE,FALSE
12654429,FALSE,FALSE
15066302,FALSE,FALSE
15869724,FALSE,FALSE
3897891,FALSE,FALSE
15737906,FALSE,FALSE
16475768,FALSE,FALSE
8016461,FALSE,FALSE
10630973,FALSE,FALSE
21775275,FALSE,FALSE
19394098,FALSE,FALSE
11370500,FALSE,FALSE
16754350,FALSE,FALSE
12148727,FALSE,FALSE
16546900,FALSE,FALSE
3111057,FALSE,FALSE
230895,FALSE,FALSE
11128403,FALSE,FALSE
16459226,FALSE,FALSE
2354829,FALSE,FALSE
19672144,FALSE,FALSE
1792155,FALSE,FALSE
3615870,FALSE,FALSE
3217540,FALSE,FALSE
8766058,FALSE,FALSE
9004355,FALSE,FALSE
825966,FALSE,FALSE
6406399,FALSE,FALSE
21149949,FALSE,FALSE
3233169,FALSE,FALSE
3375979,FALSE,FALSE
23022765,FALSE,FALSE
9261194,FALSE,FALSE
6244073,FALSE,FALSE
6239681,FALSE,FALSE
15145511,FALSE,FALSE
1520729,FALSE,FALSE
822717,FALSE,FALSE
8635111,FALSE,FALSE
2927599,FALSE,FALSE
16177515,FALSE,FALSE
21397489,FALSE,FALSE
2845323,FALSE,FALSE
6405447,FALSE,FALSE
2404836,FALSE,FALSE
7520594,FALSE,FALSE
11064311,FALSE,FALSE
14596512,FALSE,FALSE
10541343,FALSE,FALSE
16233888,FALSE,FALSE
21621343,FALSE,FALSE
6818187,FALSE,FALSE
14712761,FALSE,FALSE
11744472,FALSE,FALSE
10927685,FALSE,FALSE
11849805,FALSE,FALSE
16922259,FALSE,FALSE
2914193,FALSE,FALSE
21684064,FALSE,FALSE
11745508,FALSE,FALSE
2742416,FALSE,FALSE
3182324,FALSE,FALSE
1395341,FALSE,FALSE
9069324,FALSE,FALSE
6181041,FALSE,FALSE
18404945,FALSE,FALSE
11291294,FALSE,FALSE
15059878,FALSE,FALSE
22152132,FALSE,FALSE
8407547,FALSE,FALSE
3085169,FALSE,FALSE
22277275,FALSE,FALSE
21353158,FALSE,FALSE
15940214,FALSE,FALSE
1285484,FALSE,FALSE
19448168,FALSE,FALSE
12170409,FALSE,FALSE
19632069,FALSE,FALSE
21093385,FALSE,FALSE
12576825,FALSE,FALSE
9143054,FALSE,FALSE
7682263,FALSE,FALSE
7088471,FALSE,FALSE
19597029,FALSE,FALSE
11105046,FALSE,FALSE
8184080,FALSE,FALSE
10897762,FALSE,FALSE
3923295,FALSE,FALSE
15091211,FALSE,FALSE
3087268,FALSE,FALSE
19021360,FALSE,FALSE
3101214,FALSE,FALSE
19095811,FALSE,FALSE
19044326,FALSE,FALSE
18710623,FALSE,FALSE
7746725,FALSE,FALSE
3924145,FALSE,FALSE
2345698,FALSE,FALSE
9140433,FALSE,FALSE
16626891,FALSE,FALSE
10394400,FALSE,FALSE
11240479,FALSE,FALSE
19693706,FALSE,FALSE
13608302,FALSE,FALSE
6815836,FALSE,FALSE
9800687,FALSE,FALSE
22421935,FALSE,FALSE
22458865,FALSE,FALSE
12573766,FALSE,FALSE
22438286,FALSE,FALSE
3135458,FALSE,FALSE
16489522,FALSE,FALSE
19361982,FALSE,FALSE
8416878,FALSE,FALSE
6817843,FALSE,FALSE
22502814,FALSE,FALSE
15063873,FALSE,FALSE
9212004,FALSE,FALSE
20362348,FALSE,FALSE
22495329,FALSE,FALSE
20060750,FALSE,FALSE
11085533,FALSE,FALSE
23268009,FALSE,FALSE
11564274,FALSE,FALSE
15827398,FALSE,FALSE
7452792,FALSE,FALSE
22008289,FALSE,FALSE
14630257,FALSE,FALSE
22253020,FALSE,FALSE
6402289,FALSE,FALSE
662193,FALSE,FALSE
8525021,FALSE,FALSE
3667369,FALSE,FALSE
2278889,FALSE,FALSE
402204,FALSE,FALSE
8175418,FALSE,FALSE
10758416,FALSE,FALSE
3937174,FALSE,FALSE
1917619,FALSE,FALSE
7515844,FALSE,FALSE
99226,FALSE,FALSE
16320299,FALSE,FALSE
20160702,FALSE,FALSE
9869790,FALSE,FALSE
15839352,FALSE,FALSE
403395,FALSE,FALSE
14626847,FALSE,FALSE
1696073,FALSE,FALSE
8645862,FALSE,FALSE
20584579,FALSE,FALSE
7743706,FALSE,FALSE
12807246,FALSE,FALSE
10518980,FALSE,FALSE
12361221,FALSE,FALSE
21640517,FALSE,FALSE
19398348,FALSE,FALSE
16155144,FALSE,FALSE
1310961,FALSE,FALSE
6251296,FALSE,FALSE
8783670,FALSE,FALSE
15989995,FALSE,FALSE
8949771,FALSE,FALSE
10559720,FALSE,FALSE
15099943,FALSE,FALSE
19433321,FALSE,FALSE
19965816,FALSE,FALSE
18849119,FALSE,FALSE
23041781,FALSE,FALSE
11801760,FALSE,FALSE
6729859,FALSE,FALSE
6245096,FALSE,FALSE
17255159,FALSE,FALSE
22647729,FALSE,FALSE
18454689,FALSE,FALSE
11504311,FALSE,FALSE
6772293,FALSE,FALSE
22398931,FALSE,FALSE
15715485,FALSE,FALSE
12234397,FALSE,FALSE
19145092,FALSE,FALSE
22633813,FALSE,FALSE
10902854,FALSE,FALSE
3082807,FALSE,FALSE
824763,FALSE,FALSE
10624849,FALSE,FALSE
819125,FALSE,FALSE
8141102,FALSE,FALSE
18367113,FALSE,FALSE
14515661,FALSE,FALSE
15104012,FALSE,FALSE
11004266,FALSE,FALSE
2460800,FALSE,FALSE
6789529,FALSE,FALSE
19254369,FALSE,FALSE
9088393,FALSE,FALSE
15063875,FALSE,FALSE
16965656,FALSE,FALSE
1383178,FALSE,FALSE
19854114,FALSE,FALSE
3022102,FALSE,FALSE
15353726,FALSE,FALSE
18268495,FALSE,FALSE
6203088,FALSE,FALSE
3012239,FALSE,FALSE
8572598,FALSE,FALSE
11136564,FALSE,FALSE
16376446,FALSE,FALSE
2422704,FALSE,FALSE
6416050,FALSE,FALSE
20346222,FALSE,FALSE
19838924,FALSE,FALSE
1310967,FALSE,FALSE
10225554,FALSE,FALSE
9258810,FALSE,FALSE
175668,FALSE,FALSE
15744628,FALSE,FALSE
21945109,FALSE,FALSE
7594354,FALSE,FALSE
8200050,FALSE,FALSE
19373951,FALSE,FALSE
21587187,FALSE,FALSE
21251622,FALSE,FALSE
11572769,FALSE,FALSE
15817331,FALSE,FALSE
20682593,FALSE,FALSE
17482938,FALSE,FALSE
9919331,FALSE,FALSE
19589573,FALSE,FALSE
15848957,FALSE,FALSE
20964191,FALSE,FALSE
7884243,FALSE,FALSE
1568174,FALSE,FALSE
6320591,FALSE,FALSE
9128956,FALSE,FALSE
6833027,FALSE,FALSE
18366973,FALSE,FALSE
15936576,FALSE,FALSE
103270,FALSE,FALSE
19880269,FALSE,FALSE
2350632,FALSE,FALSE
10955690,FALSE,FALSE
18299113,FALSE,FALSE
14686978,FALSE,FALSE
5002891,FALSE,FALSE
21185115,FALSE,FALSE
12835882,FALSE,FALSE
18482780,FALSE,FALSE
18807124,FALSE,FALSE
22326646,FALSE,FALSE
4000074,FALSE,FALSE
8200383,FALSE,FALSE
21427183,FALSE,FALSE
12681267,FALSE,FALSE
10892410,FALSE,FALSE
7979211,FALSE,FALSE
18374892,FALSE,FALSE
22739140,FALSE,FALSE
15254664,FALSE,FALSE
12852522,FALSE,FALSE
2921134,FALSE,FALSE
402523,FALSE,FALSE
18853452,FALSE,FALSE
12772998,FALSE,FALSE
17141975,FALSE,FALSE
2123987,FALSE,FALSE
10071594,FALSE,FALSE
1866154,FALSE,FALSE
18426384,FALSE,FALSE
19928102,FALSE,FALSE
15465211,FALSE,FALSE
7883544,FALSE,FALSE
21156348,FALSE,FALSE
7830140,FALSE,FALSE
11220098,FALSE,FALSE
1402135,FALSE,FALSE
8479200,FALSE,FALSE
10192361,FALSE,FALSE
19950775,FALSE,FALSE
12957250,FALSE,FALSE
6419687,FALSE,FALSE
10419446,FALSE,FALSE
14971563,TRUE,TRUE
1188997,FALSE,FALSE
21570209,FALSE,FALSE
20682981,FALSE,FALSE
4970059,FALSE,FALSE
15683676,FALSE,FALSE
7708843,FALSE,FALSE
20231074,FALSE,FALSE
412245,FALSE,FALSE
21419449,FALSE,FALSE
2418337,FALSE,FALSE
18838554,FALSE,FALSE
4044343,FALSE,FALSE
2081087,FALSE,FALSE
12719038,FALSE,FALSE
1787609,FALSE,FALSE
19939688,FALSE,FALSE
20103299,FALSE,FALSE
8587201,FALSE,FALSE
19179541,FALSE,FALSE
2390270,FALSE,FALSE
816452,FALSE,FALSE
17980505,FALSE,FALSE
22019237,FALSE,FALSE
20665493,FALSE,FALSE
7860376,FALSE,FALSE
14596514,FALSE,FALSE
135174,FALSE,FALSE
2110407,FALSE,FALSE
15277008,FALSE,FALSE
2770441,FALSE,FALSE
3961215,FALSE,FALSE
17476137,FALSE,FALSE
19735885,FALSE,FALSE
8655378,FALSE,FALSE
3099341,FALSE,FALSE
17088389,FALSE,FALSE
3809583,FALSE,FALSE
22252278,FALSE,FALSE
16874815,FALSE,FALSE
18540842,FALSE,FALSE
7575298,FALSE,FALSE
18701310,FALSE,FALSE
4978178,FALSE,FALSE
6214533,FALSE,FALSE
16937307,FALSE,FALSE
15367781,FALSE,FALSE
10974481,FALSE,FALSE
516177,FALSE,FALSE
22571964,FALSE,FALSE
21311335,FALSE,FALSE
15105575,FALSE,FALSE
176095,FALSE,FALSE
22455990,FALSE,FALSE
16831480,FALSE,FALSE
19536853,FALSE,FALSE
20508317,FALSE,FALSE
12823291,FALSE,FALSE
21592670,FALSE,FALSE
91248,FALSE,FALSE
2544349,FALSE,FALSE
20220369,FALSE,FALSE
3558043,FALSE,FALSE
22405807,FALSE,FALSE
2494735,FALSE,FALSE
16421401,FALSE,FALSE
2791122,FALSE,FALSE
9506299,FALSE,FALSE
19637505,FALSE,FALSE
1280099,FALSE,FALSE
10709169,FALSE,FALSE
21048295,FALSE,FALSE
9827687,FALSE,FALSE
18396623,FALSE,FALSE
21361216,FALSE,FALSE
1904609,FALSE,FALSE
16042657,FALSE,FALSE
3614580,FALSE,FALSE
1938509,FALSE,FALSE
6172173,FALSE,FALSE
8988509,FALSE,FALSE
8878510,FALSE,FALSE
2328116,FALSE,FALSE
11098906,FALSE,FALSE
15552426,FALSE,FALSE
15641034,FALSE,FALSE
8946776,FALSE,FALSE
18050890,FALSE,FALSE
3112593,FALSE,FALSE
2387534,FALSE,FALSE
7968293,FALSE,FALSE
12007943,FALSE,FALSE
20634263,FALSE,FALSE
15201748,FALSE,FALSE
14604415,FALSE,FALSE
10748453,FALSE,FALSE
20646839,FALSE,FALSE
1879447,FALSE,FALSE
18586958,FALSE,FALSE
20403245,FALSE,FALSE
11860414,FALSE,FALSE
9407630,FALSE,FALSE
10768221,FALSE,FALSE
19272664,FALSE,FALSE
10711637,FALSE,FALSE
820418,FALSE,FALSE
21263174,FALSE,FALSE
9123742,FALSE,FALSE
9136555,FALSE,FALSE
19540064,FALSE,FALSE
20038317,FALSE,FALSE
1481753,FALSE,FALSE
